,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
76,569.22,179.66,246.08,495.58,615.64,453.82,391.75,1584.1,771.88,803.07,,657.37,590.97,246.47,1468.06,383.41,305.31,,464.07
77,405.95,390.15,87.9,412.07,449.94,365.81,307.19,76.19,598.31,709.03,,649.02,319.92,529.6,496.5,185.4,393.61,,312.93
78,340.13,294.29,839.07,413.53,404.76,289.9,1144.43,597.72,518.9,523.08,,548.21,643.39,441.65,431.64,664.09,320.5,,755.73
79,48.47,215.72,550.05,323.43,319.92,502.9,924.96,187.78,905.51,633.53,,167.87,537.6,360.78,30.42,585.8,252.19,,562.86
80,562.94,284.02,593.41,404.63,224.42,410.19,626.71,263.95,1726.15,539.98,,1590.71,121.41,280.93,178.26,516.54,329.0,,471.23
81,328.96,144.84,396.09,175.54,349.79,327.62,135.05,245.77,1662.88,454.1,,1376.42,118.84,558.11,750.98,688.01,258.46,,562.09
82,264.45,149.7,506.27,263.17,208.99,247.38,865.39,2185.04,1045.76,378.99,,1300.09,28.18,294.37,587.05,594.93,113.48,,451.71
83,204.77,439.57,413.96,505.77,183.41,44.41,670.16,2287.14,493.61,1351.44,,1090.36,654.4,1089.82,638.55,383.54,695.86,,238.1
84,346.26,353.3,331.64,424.78,502.08,558.11,555.79,729.9,416.71,1616.9,,807.99,501.28,966.36,443.66,621.16,599.83,,776.9
85,182.74,275.13,210.4,488.46,417.5,477.42,620.21,195.17,346.88,2642.82,,509.06,94.75,659.26,291.24,537.37,512.53,,687.31
86,91.06,198.18,1617.9,390.9,521.65,276.19,537.7,2070.51,376.73,2369.93,,410.43,1800.06,257.77,1101.2,397.35,215.22,,604.62
87,6.02,337.01,3194.21,579.33,418.72,729.24,320.29,1768.89,401.84,840.88,,568.46,1755.95,342.73,848.47,99.34,2348.74,,491.27
88,575.98,259.61,3385.78,469.34,418.09,516.97,616.29,1650.74,308.81,730.15,,471.23,1724.1,892.58,742.32,577.15,656.07,,412.01
89,476.66,181.85,694.53,400.09,334.32,273.94,428.13,744.62,414.01,499.69,,303.24,1674.23,644.23,559.51,462.25,2122.45,,436.73
90,22.93,425.39,587.69,383.7,256.65,837.17,352.19,564.9,276.87,866.89,,544.89,1651.55,39.62,80.52,363.61,2524.59,,372.19
